,location,size,total_sqft,bath,price
6932,Tumkur Road,2,1098.0,2.0,72.0
6933,Tumkur Road,3,1354.0,3.0,90.0
6934,Tumkur Road,3,1240.0,2.0,84.0
6935,Tumkur Road,2,1239.0,2.0,82.0
6936,Tumkur Road,2,1246.0,2.0,82.0
6937,Tumkur Road,3,1500.0,3.0,100.0
6939,Tumkur Road,3,1416.0,3.0,94.0
6940,Tumkur Road,2,1027.0,2.0,60.0
6941,Tumkur Road,2,1027.0,2.0,68.62
6942,Tumkur Road,3,1459.0,2.0,95.0
6943,Tumkur Road,2,992.0,2.0,60.0
6944,Tumkur Road,2,1066.0,2.0,52.5
6945,Tumkur Road,3,1240.0,2.0,79.0
6946,Tumkur Road,3,1441.0,2.0,95.0
6947,Tumkur Road,3,1240.0,2.0,83.0
6948,Tumkur Road,2,1027.0,2.0,67.0
6950,Tumkur Road,3,1354.0,3.0,85.86
6951,Ulsoor,3,2135.0,3.0,215.0
6952,Ulsoor,2,1275.0,2.0,120.0
6953,Ulsoor,3,1020.0,3.0,110.0
6954,Ulsoor,2,1200.0,2.0,60.0
6955,Ulsoor,2,1180.0,2.0,100.0
6956,Ulsoor,3,1340.0,3.0,90.0
6957,Ulsoor,3,1500.0,2.0,125.0
6958,Ulsoor,3,2000.0,3.0,185.0
6959,Ulsoor,2,1255.0,2.0,120.0
6960,Ulsoor,3,1685.0,4.0,185.0
6962,Ulsoor,3,2135.0,3.0,170.0
6963,Ulsoor,2,1160.0,2.0,130.0
6964,Uttarahalli,3,1440.0,2.0,62.0
6965,Uttarahalli,2,1143.0,2.0,45.0
6966,Uttarahalli,2,1020.0,2.0,45.0
6967,Uttarahalli,2,1286.0,2.0,63.0
6968,Uttarahalli,2,1101.0,2.0,45.0
6969,Uttarahalli,2,1345.0,2.0,67.0
6972,Uttarahalli,2,1175.0,2.0,47.0
6973,Uttarahalli,3,1390.0,2.0,62.55
6974,Uttarahalli,3,1330.0,2.0,56.0
6975,Uttarahalli,2,1008.0,2.0,45.0
6976,Uttarahalli,3,1390.0,2.0,60.47
6977,Uttarahalli,3,1617.0,3.0,66.68
6978,Uttarahalli,2,1150.0,2.0,49.0
6979,Uttarahalli,3,1330.0,2.0,56.0
6980,Uttarahalli,2,1200.0,2.0,44.0
6983,Uttarahalli,2,882.0,2.0,30.0
6984,Uttarahalli,2,993.0,2.0,39.71
6985,Uttarahalli,2,1045.0,2.0,45.0
6986,Uttarahalli,2,850.0,2.0,37.93
6988,Uttarahalli,6,3600.0,6.0,120.0
6989,Uttarahalli,3,1788.0,3.0,98.34
6990,Uttarahalli,3,1345.0,2.0,57.0
6991,Uttarahalli,2,1089.0,2.0,43.55
6993,Uttarahalli,2,1279.0,2.0,48.0
6995,Uttarahalli,3,1425.0,2.0,64.0
6996,Uttarahalli,2,1155.0,2.0,40.42
6997,Uttarahalli,2,1050.0,2.0,42.0
6998,Uttarahalli,3,1300.0,2.0,55.0
6999,Uttarahalli,3,1250.0,2.0,55.0
7000,Uttarahalli,3,1700.0,3.0,88.0
7001,Uttarahalli,3,1200.0,3.0,50.0
7002,Uttarahalli,2,1085.0,2.0,43.0
7004,Uttarahalli,2,1175.0,2.0,47.0
7005,Uttarahalli,3,1689.28,3.0,91.2
7006,Uttarahalli,2,1175.0,2.0,47.0
7007,Uttarahalli,2,1137.0,2.0,63.0
7008,Uttarahalli,3,1215.0,2.0,52.85
7010,Uttarahalli,2,1325.0,2.0,53.0
7011,Uttarahalli,3,1300.0,2.0,60.0
7012,Uttarahalli,2,850.0,2.0,35.0
7013,Uttarahalli,3,1627.86,3.0,88.0
7015,Uttarahalli,3,1360.0,2.0,61.2
7016,Uttarahalli,1,661.0,1.0,36.0
7017,Uttarahalli,2,1134.0,2.0,45.36
7019,Uttarahalli,3,1320.0,2.0,55.44
7020,Uttarahalli,3,1390.0,2.0,61.16
7021,Uttarahalli,2,1090.0,2.0,45.0
7022,Uttarahalli,2,1050.0,2.0,42.0
7023,Uttarahalli,2,1123.0,2.0,48.0
7024,Uttarahalli,3,1329.0,2.0,56.0
7025,Uttarahalli,2,938.0,2.0,35.0
7028,Uttarahalli,2,1100.0,1.0,45.0
7029,Uttarahalli,2,1125.0,2.0,47.0
7031,Uttarahalli,3,1685.0,3.0,85.0
7032,Uttarahalli,3,1390.0,2.0,62.55
7034,Uttarahalli,2,1180.0,2.0,41.3
7035,Uttarahalli,2,1380.0,2.0,42.0
7036,Uttarahalli,3,1737.0,2.0,95.0
7038,Uttarahalli,2,1160.0,2.0,45.0
7039,Uttarahalli,3,1280.0,2.0,60.0
7041,Uttarahalli,2,1190.0,2.0,53.55
7042,Uttarahalli,3,1330.0,2.0,57.0
7043,Uttarahalli,3,1560.0,3.0,74.0
7045,Uttarahalli,2,1125.0,2.0,48.0
7046,Uttarahalli,3,1320.0,2.0,55.44
7048,Uttarahalli,2,1160.0,2.0,40.6
7050,Uttarahalli,2,1065.0,2.0,42.59
7051,Uttarahalli,2,1075.0,2.0,46.76
7052,Uttarahalli,2,1155.0,2.0,40.6
7055,Uttarahalli,3,1215.0,2.0,52.85
7057,Uttarahalli,2,1180.0,2.0,41.3
7060,Uttarahalli,2,1002.0,2.0,40.08
7061,Uttarahalli,2,1002.0,2.0,40.08
7062,Uttarahalli,2,1075.0,2.0,40.0
7064,Uttarahalli,2,1155.0,2.0,40.43
7066,Uttarahalli,2,1025.0,2.0,35.88
7067,Uttarahalli,2,1125.0,2.0,47.65
7068,Uttarahalli,2,1300.0,2.0,55.0
7069,Uttarahalli,2,1025.0,2.0,35.88
7070,Uttarahalli,2,980.0,2.0,45.0
7071,Uttarahalli,2,1125.0,2.0,47.0
7076,Uttarahalli,2,1175.0,2.0,47.0
7079,Uttarahalli,3,1525.0,2.0,62.82
7080,Uttarahalli,3,1265.0,2.0,65.0
7083,Uttarahalli,2,1213.0,2.0,48.0
7085,Uttarahalli,2,900.0,2.0,35.0
7086,Uttarahalli,2,1065.0,2.0,42.6
7089,Uttarahalli,2,1125.0,2.0,47.0
7090,Uttarahalli,3,1270.0,2.0,55.25
7091,Uttarahalli,3,1270.0,2.0,55.25
7092,Uttarahalli,2,1107.0,2.0,45.0
7093,Uttarahalli,2,1200.0,2.0,55.0
7095,Uttarahalli,3,1460.0,3.0,76.0
7096,Uttarahalli,3,1500.0,3.0,68.0
7097,Uttarahalli,2,1120.0,2.0,50.0
7098,Uttarahalli,2,1150.0,2.0,46.0
7099,Uttarahalli,3,1330.0,2.0,58.0
7101,Uttarahalli,2,1050.0,2.0,42.0
7102,Uttarahalli,2,1125.0,2.0,48.0
7104,Uttarahalli,3,1345.0,2.0,57.0
7105,Uttarahalli,3,1345.0,2.0,57.0
7107,Uttarahalli,2,1000.0,2.0,52.0
7108,Uttarahalli,2,1037.0,2.0,36.0
7110,Uttarahalli,2,1000.0,2.0,39.5
7111,Uttarahalli,2,1125.0,1.0,45.0
7113,Uttarahalli,2,1160.0,2.0,40.58
7114,Uttarahalli,2,1123.0,2.0,60.0
7116,Uttarahalli,2,1000.0,2.0,35.0
7117,Uttarahalli,3,1330.0,2.0,57.0
7118,Uttarahalli,2,1125.0,2.0,47.0
7119,Uttarahalli,2,1165.0,1.0,42.09
7120,Uttarahalli,2,1260.0,2.0,55.0
7121,Uttarahalli,2,1284.0,2.0,53.36
7122,Uttarahalli,2,1150.0,2.0,45.99
7124,Uttarahalli,3,1290.0,2.0,56.12
7125,Uttarahalli,3,1328.0,2.0,56.0
7126,Uttarahalli,2,1040.0,2.0,36.4
7127,Uttarahalli,3,1290.0,2.0,56.12
7129,Uttarahalli,2,1075.0,2.0,46.76
7130,Uttarahalli,3,1345.0,2.0,57.0
7131,Varthur,2,1160.0,2.0,44.0
7132,Varthur,2,1385.0,2.0,80.0
7134,Varthur,2,1024.0,2.0,42.0
7135,Varthur,2,1125.0,2.0,40.0
7136,Varthur,2,1112.0,2.0,40.0
7137,Varthur,2,1055.0,2.0,45.35
7138,Varthur,2,1280.0,2.0,65.0
7139,Varthur,2,977.0,2.0,36.0
7140,Varthur,3,1250.0,3.0,71.0
7141,Varthur,3,1200.0,3.0,67.75
7142,Varthur,2,1111.0,2.0,41.88
7143,Varthur,2,1140.0,2.0,55.5
7144,Varthur,2,1012.0,2.0,59.0
7145,Varthur,2,1140.0,2.0,39.9
7146,Varthur,2,1090.0,2.0,48.0
7147,Varthur,3,1450.0,3.0,71.0
7148,Varthur,2,1210.0,2.0,60.0
7149,Varthur,2,1070.0,2.0,46.0
7150,Varthur,3,1360.0,2.0,85.0
7151,Varthur,2,965.0,2.0,34.0
7152,Varthur,2,1120.0,2.0,44.24
7153,Varthur,3,1395.0,2.0,79.0
7154,Varthur,2,1085.0,2.0,45.0
7155,Varthur,2,1250.0,2.0,47.0
7156,Varthur,3,1200.0,3.0,68.38
7158,Varthur,2,1155.0,2.0,60.0
7159,Varthur,2,1035.0,2.0,60.0
7160,Varthur,2,1155.0,2.0,39.0
7161,Varthur,2,1180.0,2.0,55.0
7163,Varthur,2,1738.0,2.0,57.35
7164,Varthur,2,1045.0,2.0,40.65
7165,Varthur,2,1155.0,2.0,39.0
7167,Varthur,2,1210.0,2.0,64.15
7169,Varthur,2,1105.0,2.0,38.0
7170,Varthur,3,1560.0,3.0,90.0
7171,Varthur,2,1760.0,2.0,85.0
7172,Varthur,2,1210.0,2.0,54.0
7173,Varthur,2,1112.0,2.0,40.0
7175,Varthur,2,1000.0,1.0,65.0
7177,Varthur Road,2,900.0,2.0,27.0
7178,Varthur Road,2,1277.0,2.0,59.0
7179,Varthur Road,3,1247.0,2.0,58.0
7180,Varthur Road,2,1050.0,2.0,42.7
7181,Varthur Road,2,1255.0,2.0,52.76
7183,Varthur Road,2,1033.0,2.0,32.0
7184,Varthur Road,2,1140.0,2.0,49.11
7185,Varthur Road,2,850.0,2.0,25.4
7186,Vasanthapura,2,1022.0,2.0,40.0
7187,Vasanthapura,2,1135.0,2.0,39.73
7188,Vasanthapura,2,995.0,2.0,34.82
7189,Vasanthapura,2,995.0,2.0,34.82
7190,Vasanthapura,2,1037.0,2.0,36.28
7191,Vasanthapura,2,978.0,2.0,34.22
7192,Vasanthapura,2,1037.0,2.0,36.28
7193,Vidyaranyapura,2,1440.0,2.0,95.0
7194,Vidyaranyapura,2,1062.0,2.0,38.0
7195,Vidyaranyapura,2,1200.0,2.0,55.0
7196,Vidyaranyapura,4,1200.0,4.0,90.0
7198,Vidyaranyapura,2,1060.0,2.0,55.0
7199,Vidyaranyapura,2,1100.0,2.0,54.0
7200,Vidyaranyapura,3,1440.0,2.0,70.0
7201,Vidyaranyapura,2,1100.0,2.0,54.0
7202,Vidyaranyapura,2,1000.0,2.0,35.0
7204,Vidyaranyapura,2,1120.0,2.0,70.0
7205,Vidyaranyapura,2,945.0,2.0,40.0
7206,Vidyaranyapura,2,1100.0,2.0,54.0
7207,Vidyaranyapura,3,1200.0,2.0,65.0
7208,Vidyaranyapura,2,1200.0,2.0,52.0
7209,Vidyaranyapura,2,1050.0,2.0,50.0
7210,Vidyaranyapura,2,1188.0,2.0,50.0
7211,Vidyaranyapura,3,1100.0,2.0,75.0
7212,Vidyaranyapura,3,1100.0,2.0,72.0
7213,Vidyaranyapura,4,2400.0,5.0,135.0
7214,Vidyaranyapura,2,1100.0,2.0,41.0
7215,Vidyaranyapura,2,1200.0,2.0,60.5
7216,Vidyaranyapura,2,1200.0,2.0,42.0
7217,Vijayanagar,3,1704.0,3.0,110.0
7218,Vijayanagar,3,1933.0,3.0,129.0
7220,Vijayanagar,3,1450.0,3.0,100.0
7221,Vijayanagar,3,1580.0,2.0,134.0
7222,Vijayanagar,3,1826.0,3.0,121.0
7223,Vijayanagar,3,1739.0,3.0,116.0
7224,Vijayanagar,3,1490.0,3.0,100.0
7225,Vijayanagar,2,1180.0,2.0,65.0
7226,Vijayanagar,1,606.0,1.0,34.78
7227,Vijayanagar,2,1352.0,2.0,68.0
7228,Vijayanagar,3,1527.0,3.0,115.0
7229,Vijayanagar,2,989.0,2.0,60.0
7230,Vijayanagar,3,1520.0,2.0,103.0
7231,Vijayanagar,3,1749.0,3.0,117.0
7232,Vijayanagar,2,1046.0,2.0,75.0
7233,Vijayanagar,1,606.0,1.0,40.0
7234,Vijayanagar,2,1200.0,2.0,62.0
7237,Vijayanagar,3,1760.0,3.0,140.0
7238,Vijayanagar,3,2047.0,3.0,136.0
7239,Vijayanagar,3,1200.0,2.0,75.0
7240,Vijayanagar,2,1178.0,2.0,82.0
7241,Vijayanagar,2,864.0,2.0,45.0
7242,Vijayanagar,4,2100.0,6.0,252.0
7243,Vijayanagar,2,920.0,2.0,60.0
7244,Vijayanagar,2,1019.0,2.0,58.0
7245,Vijayanagar,5,2400.0,6.0,125.0
7246,Vijayanagar,2,1180.0,2.0,86.0
7247,Vijayanagar,2,1046.0,2.0,49.06
7248,Vijayanagar,1,2400.0,2.0,230.0
7249,Vijayanagar,1,492.0,1.0,40.0
7251,Vishveshwarya Layout,1,750.0,1.0,30.0
7252,Vishveshwarya Layout,4,2000.0,4.0,75.0
7253,Vishveshwarya Layout,6,2100.0,6.0,92.0
7254,Vishveshwarya Layout,4,2000.0,3.0,90.0
7255,Vishwapriya Layout,2,820.0,2.0,30.0
7256,Vishwapriya Layout,2,770.0,2.0,30.0
7257,Vishwapriya Layout,2,910.0,2.0,36.0
7258,Vishwapriya Layout,2,890.0,2.0,37.0
7259,Vittasandra,2,1404.0,2.0,71.0
7260,Vittasandra,2,1246.0,2.0,67.0
7261,Vittasandra,2,1404.0,2.0,69.3
7262,Vittasandra,2,1246.0,2.0,67.3
7263,Vittasandra,2,1246.0,2.0,64.5
7264,Vittasandra,2,1246.0,2.0,64.5
7265,Vittasandra,2,1246.0,2.0,68.0
7267,Vittasandra,2,1238.0,2.0,67.0
7268,Vittasandra,2,1404.0,2.0,75.0
7269,Vittasandra,2,1246.0,2.0,65.0
7270,Vittasandra,2,1238.0,2.0,67.0
7271,Vittasandra,2,1246.0,2.0,67.4
7272,Vittasandra,2,1259.0,2.0,67.4
7273,Vittasandra,2,1404.0,2.0,68.8
7274,Vittasandra,2,1246.0,2.0,62.3
7275,Vittasandra,2,1246.0,2.0,63.0
7276,Vittasandra,2,1246.0,2.0,67.4
7277,Vittasandra,2,1246.0,2.0,65.4
7279,Vittasandra,2,1238.0,2.0,67.32
7280,Vittasandra,2,1246.0,2.0,67.4
7282,Vittasandra,2,1246.0,2.0,67.3
7283,Vittasandra,2,1404.0,2.0,70.0
7284,Vittasandra,2,1259.0,2.0,67.48
7285,Vittasandra,2,1404.0,2.0,75.0
7287,Vittasandra,2,1246.0,2.0,67.0
7290,Vittasandra,2,1404.0,2.0,72.0
7291,Vittasandra,2,1246.0,2.0,67.5
7292,Vittasandra,2,1246.0,2.0,67.5
7293,Vittasandra,2,1404.0,2.0,70.0
7294,Vittasandra,2,1246.0,2.0,65.0
7295,Vittasandra,2,1246.0,2.0,67.4
7300,Whitefield,2,1459.0,2.0,94.82
7305,Whitefield,2,1280.0,2.0,75.0
7307,Whitefield,3,1910.0,3.0,161.0
7308,Whitefield,4,3252.0,4.0,230.0
7312,Whitefield,2,1150.0,2.0,70.0
7316,Whitefield,4,4144.0,4.0,315.0
7317,Whitefield,4,4104.0,4.0,360.0
7328,Whitefield,3,1897.0,3.0,130.0
7330,Whitefield,4,4348.5,2.0,304.0
7333,Whitefield,4,2268.0,3.0,163.0
7336,Whitefield,4,2400.0,4.0,200.0
7338,Whitefield,2,1360.0,2.0,95.0
7341,Whitefield,4,5000.0,4.0,400.0
7342,Whitefield,4,3000.0,5.0,250.0
7343,Whitefield,3,1700.0,3.0,115.0
7350,Whitefield,3,1500.0,3.0,130.0
7351,Whitefield,2,1280.0,2.0,75.0
7355,Whitefield,2,1272.0,2.0,95.05
7358,Whitefield,2,1192.0,2.0,71.0
7364,Whitefield,1,665.0,2.0,28.585
7366,Whitefield,2,1280.0,2.0,85.0
7368,Whitefield,4,4000.0,4.0,330.0
7371,Whitefield,4,3606.0,4.0,312.0
7372,Whitefield,2,1485.0,2.0,90.0
7373,Whitefield,1,950.0,1.0,50.0
7375,Whitefield,1,825.0,1.0,45.0
7379,Whitefield,2,1216.0,2.0,79.0
7385,Whitefield,2,920.0,2.0,63.0
7387,Whitefield,2,1170.0,2.0,71.0
7388,Whitefield,2,1118.0,2.0,75.0
7390,Whitefield,3,1562.0,3.0,103.0
7394,Whitefield,2,1320.0,2.0,95.0
7397,Whitefield,3,3010.0,3.0,200.0
7398,Whitefield,2,1346.0,2.0,96.17
7399,Whitefield,3,3850.0,5.0,316.0
7404,Whitefield,1,905.0,1.0,55.0
7406,Whitefield,4,2268.0,3.0,146.0
7409,Whitefield,1,630.5,1.0,32.79
7412,Whitefield,3,1697.0,3.0,115.0
7416,Whitefield,5,3250.0,5.0,290.0
7420,Whitefield,2,1269.0,2.0,75.0
7421,Whitefield,5,3227.0,5.0,250.0
7425,Whitefield,4,3262.0,4.0,260.0
7427,Whitefield,2,1132.0,2.0,79.28
7432,Whitefield,2,1195.0,2.0,70.0
7433,Whitefield,3,3480.0,4.0,284.0
7436,Whitefield,1,709.0,1.0,34.385
7438,Whitefield,2,1320.0,2.0,79.5
7439,Whitefield,2,750.0,2.0,52.7
7447,Whitefield,4,3445.0,5.0,270.0
7448,Whitefield,3,1700.0,3.0,140.0
7449,Whitefield,4,4827.0,4.0,400.0
7450,Whitefield,2,1405.0,2.0,84.5
7452,Whitefield,4,3252.0,4.0,280.0
7454,Whitefield,2,1150.0,2.0,90.0
7457,Whitefield,1,624.0,1.0,35.0
7461,Whitefield,4,4960.0,4.0,400.0
7462,Whitefield,4,2928.0,4.0,198.0
7465,Whitefield,2,1216.0,2.0,84.0
7466,Whitefield,4,2882.0,5.0,204.0
7467,Whitefield,3,1840.0,3.0,140.0
7468,Whitefield,3,1778.0,3.0,122.0
7470,Whitefield,1,650.0,1.0,25.0
7472,Whitefield,1,905.0,1.0,52.0
7477,Whitefield,2,1216.0,2.0,75.0
7479,Whitefield,2,1255.0,2.0,77.0
7480,Whitefield,2,1216.0,2.0,73.0
7481,Whitefield,1,709.0,1.0,34.735
7486,Whitefield,4,3200.0,4.0,224.0
7488,Whitefield,1,825.0,1.0,44.9
7492,Whitefield,3,1870.0,3.0,138.0
7495,Whitefield,3,1862.0,3.0,125.0
7496,Whitefield,3,1655.0,3.0,113.0
7497,Whitefield,1,530.0,1.0,29.44
7499,Whitefield,1,905.0,1.0,50.0
7501,Whitefield,4,1230.0,4.0,80.0
7503,Whitefield,1,630.5,1.0,32.15
7504,Whitefield,1,905.0,1.0,52.0
7508,Whitefield,2,1216.0,2.0,83.0
7514,Whitefield,2,1216.0,2.0,75.0
7525,Whitefield,1,750.0,1.0,51.0
7528,Whitefield,2,1173.0,2.0,77.0
7533,Whitefield,4,3425.0,5.0,250.0
7540,Whitefield,1,905.0,1.0,62.0
7541,Whitefield,3,1870.0,3.0,138.0
7542,Whitefield,2,1320.0,2.0,99.26
7543,Whitefield,3,2901.0,4.0,190.0
7544,Whitefield,2,1485.0,2.0,96.51
7547,Whitefield,3,2225.0,3.0,149.0
7548,Whitefield,2,1250.0,2.0,82.0
7550,Whitefield,1,605.0,1.0,40.0
7553,Whitefield,3,2210.0,3.0,156.0
7554,Whitefield,2,1173.0,2.0,78.2
7555,Whitefield,3,1740.0,4.0,130.0
7556,Whitefield,2,1216.0,2.0,75.0
7558,Whitefield,3,1655.0,3.0,120.0
7559,Whitefield,4,4003.0,6.0,300.0
7561,Whitefield,2,1180.0,2.0,70.0
7567,Whitefield,1,905.0,1.0,60.0
7574,Whitefield,4,2850.0,5.0,240.0
7577,Whitefield,4,2830.0,5.0,190.0
7578,Whitefield,2,1295.0,2.0,78.5
7579,Whitefield,1,840.0,1.0,57.6
7580,Whitefield,1,640.0,1.0,19.83
7586,Whitefield,3,1850.0,3.0,150.0
7588,Whitefield,2,1290.0,2.0,90.0
7591,Whitefield,2,1216.0,2.0,75.0
7592,Whitefield,2,1356.0,2.0,94.84
7593,Whitefield,2,1338.0,2.0,103.0
7600,Whitefield,2,1267.0,2.0,90.33
7602,Whitefield,3,1836.0,3.0,125.0
7608,Whitefield,2,1216.0,2.0,82.0
7609,Whitefield,2,1495.0,3.0,88.0
7610,Whitefield,3,1564.0,3.0,103.0
7615,Whitefield,2,1216.0,2.0,75.0
7617,Whitefield,3,1704.0,3.0,120.0
7619,Whitefield,2,1256.0,2.0,73.0
7622,Whitefield,2,1300.0,2.0,78.0
7624,Whitefield,2,1216.0,2.0,84.03
7626,Whitefield,2,1216.0,2.0,72.5
7629,Whitefield,3,1346.0,2.0,100.0
7633,Whitefield,4,2990.0,3.0,198.0
7641,Whitefield,2,1350.0,2.0,88.0
7643,Whitefield,2,1216.0,2.0,80.0
7644,Whitefield,4,2900.0,4.0,225.0
7645,Whitefield,2,1340.0,2.0,101.0
7650,Whitefield,2,1100.0,2.0,65.0
7653,Whitefield,3,3117.0,3.0,261.0
7654,Whitefield,2,1216.0,2.0,73.0
7656,Whitefield,3,3150.0,3.0,290.0
7658,Whitefield,4,2956.0,5.0,234.0
7663,Whitefield,4,3940.0,5.0,265.0
7665,Whitefield,2,1160.0,2.0,67.0
7667,Whitefield,2,1180.0,2.0,77.0
7669,Whitefield,2,1314.0,2.0,84.0
7677,Whitefield,1,524.0,1.0,29.0
7679,Whitefield,4,2135.0,3.0,149.0
7682,Whitefield,3,1760.0,3.0,160.0
7683,Whitefield,3,1655.0,3.0,110.0
7684,Whitefield,1,840.0,1.0,57.0
7688,Whitefield,1,516.0,1.0,39.0
7690,Whitefield,4,6000.0,4.0,410.0
7695,Whitefield,4,3410.0,5.0,253.0
7698,Whitefield,4,4500.0,4.0,330.0
7699,Whitefield,2,1250.0,2.0,85.0
7701,Whitefield,2,1277.0,2.0,77.0
7702,Whitefield,3,1820.0,3.0,140.0
7703,Whitefield,4,3453.0,4.0,247.0
7710,Whitefield,4,2882.0,5.0,200.0
7715,Whitefield,2,1190.0,2.0,70.0
7717,Whitefield,2,1270.0,2.0,94.0
7718,Whitefield,2,1220.0,2.0,89.0
7721,Whitefield,3,3758.0,3.0,300.0
7726,Whitefield,2,1216.0,2.0,72.0
7728,Whitefield,4,5400.0,5.0,475.0
7744,Whitefield,2,1200.0,2.0,70.0
7747,Whitefield,2,1216.0,2.0,75.0
7749,Whitefield,3,2321.0,4.0,157.0
7750,Whitefield,2,1224.0,2.0,75.0
7751,Whitefield,3,1655.0,3.0,113.0
7753,Whitefield,5,4144.0,5.0,331.0
7758,Whitefield,2,1270.0,2.0,110.0
7759,Whitefield,3,1660.0,3.0,110.0
7760,Whitefield,2,1270.0,2.0,105.0
7762,Whitefield,2,1173.0,2.0,78.2
7763,Whitefield,2,1362.0,2.0,85.0
7765,Whitefield,3,1457.0,2.0,105.0
7766,Whitefield,3,1720.0,3.0,128.0
7770,Whitefield,3,1564.0,3.0,103.0
7775,Whitefield,3,1760.0,3.0,139.0
7776,Whitefield,1,613.0,1.0,48.0
7777,Whitefield,3,1730.0,3.0,125.0
7779,Whitefield,1,877.0,1.0,59.0
7783,Yelachenahalli,3,1464.0,2.0,105.0
7784,Yelachenahalli,2,2400.0,1.0,150.0
7785,Yelachenahalli,3,1700.0,3.0,130.0
7786,Yelachenahalli,2,1080.0,2.0,55.0
7787,Yelachenahalli,2,1400.0,2.0,78.0
7788,Yelachenahalli,3,1330.0,3.0,73.5
7789,Yelachenahalli,2,800.0,1.0,30.0
7790,Yelachenahalli,2,1100.0,2.0,60.0
7791,Yelachenahalli,3,1365.0,2.0,72.0
7792,Yelachenahalli,2,1103.0,2.0,55.0
7793,Yelachenahalli,2,1000.0,2.0,50.0
7795,Yelahanka,2,1326.0,2.0,78.0
7803,Yelahanka,2,1234.0,2.0,80.0
7804,Yelahanka,2,1315.0,2.0,85.0
7805,Yelahanka,2,1170.0,2.0,62.5
7807,Yelahanka,1,697.0,1.0,45.0
7814,Yelahanka,1,628.0,1.0,24.0
7817,Yelahanka,1,654.0,1.0,38.4
7826,Yelahanka,3,1603.0,3.0,96.0
7827,Yelahanka,2,1304.0,2.0,79.0
7837,Yelahanka,2,1327.0,2.0,85.0
7840,Yelahanka,3,1566.0,3.0,97.0
7842,Yelahanka,2,1270.0,2.0,78.0
7845,Yelahanka,2,1322.0,2.0,86.0
7846,Yelahanka,2,1100.0,2.0,70.0
7847,Yelahanka,2,1200.0,2.0,70.0
7849,Yelahanka,5,4000.0,5.0,220.0
7852,Yelahanka,1,654.0,1.0,37.0
7864,Yelahanka,2,1322.0,2.0,75.0
7867,Yelahanka,1,602.0,1.0,26.0
7868,Yelahanka,2,1100.0,2.0,60.0
7869,Yelahanka,3,1614.0,2.0,100.0
7880,Yelahanka,2,1322.0,2.0,80.0
7883,Yelahanka,4,2600.0,4.0,175.0
7884,Yelahanka,2,1305.0,2.0,78.0
7887,Yelahanka,2,1315.0,2.0,75.0
7888,Yelahanka,6,3600.0,6.0,200.0
7891,Yelahanka,3,1650.0,3.0,105.0
7896,Yelahanka,4,3990.0,4.0,260.0
7898,Yelahanka,1,654.0,1.0,36.25
7900,Yelahanka,1,694.0,1.0,30.84
7901,Yelahanka,2,1115.0,2.0,60.0
7902,Yelahanka,3,2317.0,4.0,140.0
7904,Yelahanka,1,654.0,1.0,38.0
7906,Yelahanka,2,1445.0,2.0,82.0
7908,Yelahanka,1,602.0,1.0,38.0
7909,Yelahanka,1,697.0,1.0,35.0
7911,Yelahanka,1,682.0,1.0,36.23
7913,Yelahanka,3,1560.0,2.0,98.0
7914,Yelahanka,3,1780.0,3.0,107.0
7918,Yelahanka,2,1304.0,2.0,69.97
7921,Yelahanka,2,1300.0,2.0,69.23
7928,Yelahanka,1,700.0,1.0,38.0
7933,Yelahanka,4,3019.0,6.0,190.0
7935,Yelahanka,3,1600.0,3.0,100.0
7940,Yelahanka,3,1350.0,2.0,85.0
7941,Yelahanka,3,1633.0,3.0,110.0
7942,Yelahanka,1,827.5,1.0,42.535
7947,Yelahanka,2,1104.0,2.0,58.0
7949,Yelahanka,2,1175.0,2.0,67.77
7950,Yelahanka,2,1322.0,2.0,77.9
7951,Yelahanka,1,602.0,1.0,33.0
7952,Yelahanka,2,1315.0,2.0,77.0
7955,Yelahanka,1,567.0,1.0,25.0
7957,Yelahanka,1,602.0,2.0,30.0
7959,Yelahanka,2,1234.0,2.0,80.0
7962,Yelahanka,2,1267.0,3.0,78.0
7963,Yelahanka,2,1360.0,2.0,78.19
7965,Yelahanka New Town,1,650.0,1.0,33.0
7966,Yelahanka New Town,1,500.0,1.0,20.0
7967,Yelahanka New Town,1,440.0,1.0,16.5
7968,Yelahanka New Town,3,1610.0,3.0,92.0
7970,Yelahanka New Town,1,650.0,1.0,20.0
7971,Yelahanka New Town,1,350.0,1.0,13.5
7973,Yelahanka New Town,2,1385.0,2.0,65.0
7974,Yelahanka New Town,1,500.0,2.0,24.0
7975,Yelahanka New Town,1,650.0,1.0,17.0
7976,Yelahanka New Town,1,450.0,1.0,16.0
7978,Yelahanka New Town,2,960.0,2.0,50.0
7981,Yelahanka New Town,3,1400.0,2.0,80.0
7982,Yelahanka New Town,1,450.0,1.0,15.0
7983,Yelahanka New Town,1,500.0,1.0,18.0
7986,Yelahanka New Town,2,2200.0,2.0,180.0
7987,Yelahanka New Town,1,488.0,1.0,20.0
7988,Yelahanka New Town,2,1100.0,2.0,58.0
7991,Yelahanka New Town,2,1000.0,2.0,44.0
7992,Yelahanka New Town,1,650.0,1.0,18.0
7994,Yelahanka New Town,3,1740.0,3.0,150.0
7995,Yelahanka New Town,2,1290.0,2.0,70.0
7997,Yelenahalli,2,1240.0,2.0,47.12
7998,Yelenahalli,2,1200.0,2.0,46.17
